epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,0.8517483880160859,0.5817155989419661,0.785490882419667,0.609436952355994,0.7523089603407522
1,0.0001,0.7657586435093383,0.6663975696468186,0.7078511873421641,0.7098884971733085,0.8275785623941148
2,0.0001,0.7090527430234268,0.6966991860462214,0.6715428563900766,0.7074885047042682,0.8246909881234349
3,0.0001,0.6613997247458425,0.7104838451655557,0.6205495544251679,0.7358797628238941,0.845528735754622
4,0.0001,0.6151567465089923,0.7208619862912575,0.5720252413051437,0.7638635840824963,0.8640427052056702
5,0.0001,0.570873679916831,0.7329995456254416,0.5149845854165697,0.7373001489770274,0.8463741939064034
6,0.0001,0.5300782188255354,0.741943209169638,0.47600868212235,0.7543583050800019,0.8578840150932288
7,0.0001,0.4835466881746491,0.7576914311963195,0.4198255177752361,0.7886635752012506,0.8799974453179393
8,0.0001,0.4430593688285489,0.7589545404362095,0.38430036124925854,0.7666839294699002,0.8661612239370562
9,0.0001,0.410013706585155,0.766329322763359,0.33559686737942557,0.7798984761736008,0.8741797052478404
10,0.0001,0.3755210313557658,0.7666260198890557,0.3388517119980961,0.7889402745195687,0.8801399036953257
11,0.0001,0.34746521314368745,0.7711685716435217,0.3089698585816201,0.7885736483366879,0.8798160485209142
12,0.0001,0.321292293175307,0.7785164305444371,0.28904801618616477,0.7680784977440196,0.8666094794319944
13,0.0001,0.3059481537710286,0.7786004838881659,0.27695465260158386,0.762568229830408,0.86222295468569
14,0.0001,0.294526617499392,0.7737083286617726,0.24508027855830844,0.7959890456937934,0.8844515147251909
15,0.0001,0.27292885605432815,0.7843166736142845,0.24687865077875024,0.801915868382689,0.8885139410555394
16,0.0001,0.2657942405423602,0.7867428660727456,0.2523329027700516,0.7956210789350822,0.8842311334971616
17,0.0001,0.25230480903133923,0.7934505687013336,0.2236503442185922,0.8026511476915094,0.8888478049661607
18,0.0001,0.24426841416529246,0.7943048534287742,0.21396330119557463,0.7961803449338959,0.8845322861631062
19,0.0001,0.23461718316474017,0.7975522825280673,0.26000150977876146,0.7821011055784448,0.8760745675126077
20,0.0001,0.23376979002851317,0.7954708577159908,0.20770385870010177,0.8072331123257939,0.8916978522975302
21,0.0001,0.23184997243195427,0.7963683786797613,0.21122368768230798,0.7988325950659683,0.8855859931824693
22,0.0001,0.22069719223787426,0.8040523302884709,0.19684417270167026,0.8114183905271972,0.8938834323564856
23,0.0001,0.21809968133690735,0.8062644360170489,0.20763567968600058,0.7995595005794255,0.8869194894918997
24,0.0001,0.21578995351280486,0.8010885310059215,0.19697261712224956,0.8131287186536126,0.8947864251737057
25,0.0001,0.21185347109917968,0.8037131597800001,0.22222526848086502,0.7802876493122569,0.8738148352332294
26,0.0001,0.2083099293720308,0.8066305098291128,0.20041827857494354,0.8028686447774555,0.888543625344667
27,0.0001,0.20692323510711258,0.8092747145127545,0.21233525286520147,0.7969472249526136,0.884576798398762
28,0.0001,0.20457330081453654,0.8083784160245425,0.19998113038682294,0.8020739327063154,0.8876341105880986
29,0.0001,0.19908214302942098,0.81225257428527,0.21017893950718675,0.7971131554511238,0.8853039485673744
30,0.0001,0.19722380454590882,0.8172293153872436,0.20128311225444595,0.8091481696309701,0.8928696427849124
31,0.0001,0.2012463592021622,0.8095208333829089,0.19538229121063946,0.8125071521232289,0.8947663629583192
32,0.0001,0.19049037754190473,0.8201007395627544,0.20715072495514716,0.7963584000301442,0.8837469812190241
33,0.0001,0.19251754641187696,0.8163794112135602,0.19072102133708652,0.8120297106518872,0.894022215616425
34,0.0001,0.19012193491099885,0.819629355955154,0.1864967058217135,0.8182484113478999,0.8979030092428057
35,0.0001,0.19007137236562935,0.8192552458843113,0.18481715046486644,0.8187050163024725,0.8985746425607614
36,0.0001,0.19220348392904496,0.8143060561990507,0.1830690143080805,0.81890093588032,0.8984834324968842
37,0.0001,0.1892235771569506,0.8194343060564964,0.1942372618095953,0.8056952869267686,0.8900696102909854
38,0.0001,0.18710655074667287,0.8212743547152577,0.18603350153203643,0.8142537363795873,0.8962452562900202
39,0.0001,0.1820717423176213,0.82494313172383,0.1935516052622786,0.8083886260746628,0.891886642933782
40,0.0001,0.18310740328318365,0.8232951800730245,0.1795550978999147,0.8238341786918258,0.9020002526249183
41,0.0001,0.17814780668172137,0.827997868493883,0.18901559538234866,0.8134496887009218,0.8957272689010223
42,0.0001,0.18386442199867203,0.8219459262753934,0.18777054568361454,0.8116692136811439,0.8935661724605595
43,0.0001,0.17859328958173515,0.82741870149759,0.18710645493514735,0.8161924618577823,0.896919489732772
44,0.0001,0.17410888448069914,0.8300692337231624,0.18201802157023508,0.820764467388869,0.9000736507009082
45,0.0001,0.17787998201303962,0.8303611195959135,0.18073068401257655,0.8203041591089129,0.8997054102807661
46,0.0001,0.1759525110017379,0.8314060329234807,0.18334882793973176,0.8188503487830471,0.8983914938872023
47,0.0001,0.17511200273416677,0.8307844789241332,0.19161971969985778,0.8104054133074391,0.8935872632015007
48,0.0001,0.1778401559269106,0.8268168141541874,0.18956272398805343,0.8139675327183675,0.8957988631695343
49,0.0001,0.16876715269213016,0.8357947731802486,0.18651637624453948,0.8175239214423147,0.8977049105446607
50,0.0001,0.17009154767603488,0.8354013069648739,0.17638225798891688,0.8222391217668759,0.9010656882680482
51,0.0001,0.16892662155352045,0.8364168063073469,0.17839593068483017,0.8264140935963895,0.9032106943959263
52,0.0001,0.17250093734287386,0.8321300325778394,0.17711247742061212,0.8242108066897627,0.902190689164054
53,0.0001,0.16805140823701173,0.8342928410582706,0.1899414648784608,0.8192976609246907,0.8991548722772142
54,0.0001,0.16700223030731023,0.8377250888597675,0.18439192814404334,0.8201285973283219,0.8998678241091655
55,0.0001,0.16836018345415824,0.8372162736762363,0.1792247128279912,0.8234048245117156,0.9016847647176307
56,0.0001,0.16534414407024053,0.8393212659242353,0.18175266347179522,0.8216386464196734,0.900379822802683
57,0.0001,0.16525180243732387,0.8393067086888665,0.179628701281226,0.8196068134452194,0.8992014990387353
58,0.0001,0.16266527947426762,0.8430285270570126,0.18007174803227588,0.8202916868490144,0.899437158603776
59,0.0001,0.16527783129953968,0.8367222723099824,0.1770997800808651,0.8243862378335812,0.9019980799185876
60,0.0001,0.15999861530470572,0.8431714027956434,0.18553221217125138,0.8163359836182884,0.8968092934122112
61,0.0001,0.15791700294234118,0.8446145156945734,0.1795213189485675,0.8240288726522409,0.9018360497250067
62,0.0001,0.1600287690988839,0.8420317111941854,0.1802951225827884,0.8207091477758581,0.8998700564506384
63,0.0001,0.15970281698528865,0.8447523333210659,0.1790964320330721,0.8212919733537052,0.9000091864322063
64,0.0001,0.1557797064652314,0.850813112452213,0.17755013956959306,0.8244358636034854,0.9022645449471728
65,0.0001,0.1590204422135611,0.8454030709154577,0.17765466248713477,0.8238603608888018,0.901557418072985
66,0.0001,0.15963692105875052,0.8458427567457766,0.18032976008793752,0.8212382680355561,0.8996928541849789
67,0.0001,0.15511066742730417,0.8480617507590995,0.1750904338897308,0.8245155792567245,0.9018626820438477
68,0.0001,0.15564804400486376,0.8464997152575077,0.17947522204850222,0.8225414701752926,0.9006246741370848
69,0.0001,0.15252224151692334,0.8500968867256813,0.1767922813263013,0.8241813618640228,0.9019363111302973
70,0.0001,0.15414926849852198,0.8492009710114657,0.17703949905544347,0.8269373936394455,0.9033439928442824
71,0.0001,0.1562055297857546,0.8494390062002727,0.18042658921151722,0.8226300554976854,0.9006701116933274
72,0.0001,0.15507120601689034,0.8502452235319524,0.17732685080842475,0.823727120820506,0.9015175434891588
73,0.0001,0.1508092640622242,0.8536786481435124,0.18069378598117644,0.8220844142627021,0.9004145201597501
74,0.0001,0.15507408196976746,0.8463296480980552,0.17961557143455756,0.8211279632712764,0.8997173149007495
75,0.0001,0.15112916794407782,0.8513387830274745,0.1741526978151417,0.827204974603642,0.9037690997372227
76,0.0001,0.14764706934280838,0.8566104627196366,0.17790959637633638,0.8238021943148157,0.901486238299038
77,0.0001,0.14913781461913614,0.8507422087763455,0.1741442798075189,0.8272086995767813,0.9039062260880486
78,0.0001,0.1484093314259669,0.855283765989935,0.17518942322230294,0.8275777864275188,0.9040192267931996
